name,email,product,balance_due,country,add_card
William Babington,wbabington3661@gmail.com,silver,424.83,US,yes
Istvan Kopar,istvan.kopar@gmail.com,bronze,169.83,US,yes
Suzanne Huber-Curphey,suzanne.hubercurphey@icloud.com,silver,424.83,UA,yes
Grace Leslie,grace.leslie@icloud.com,bronze,169.83,NZ,yes
Donna Watkins,sparkbyte7075@yahoo.com,bronze,169.83,DK,yes
Pierre-André Huglo,pierreandre.huglo@yahoo.com,bronze,169.83,FR,yes
Oliver Ford,oford9471@outlook.com,bronze,169.83,NZ,no
Rachel Potts,rachel.potts@outlook.com,silver,424.83,CA,yes
Bethany Deehan,bdeehan8139@icloud.com,gold,679.83,IE,yes
Uku Randmaa,uku.randmaa@hotmail.com,bronze,169.83,EE,yes
Lucía Olivárez,sparkbyte3234@hotmail.com,bronze,169.83,MX,yes
Reinhold Holmqvist,reinhold.holmqvist@outlook.com,bronze,169.83,SE,yes
Mona Solberg,mona.solberg@yahoo.com,gold,679.83,NO,yes
David Arlo,darlo651@gmail.com,bronze,169.83,BE,yes
Beatrice Bersani,bbersani3504@yahoo.com,bronze,169.83,IT,yes
Genaro Alfaro,genaro.alfaro@yahoo.com,bronze,169.83,MX,yes
Francis Tolan,ftolan4535@gmail.com,bronze,169.83,FR,yes
Scott Mathews,scott.mathews@gmail.com,silver,424.83,CA,yes
Isabella Adler,isabella.adler@hotmail.com,silver,424.83,DE,yes
Fanch Guillon,nightfalcon9703@outlook.com,silver,424.83,FR,yes
René Petitjean,rene.petitjean@yahoo.com,bronze,169.83,FR,no
Ana Lopes,alopes9532@gmail.com,bronze,169.83,BR,yes
Thor Jensen,tjensen4667@icloud.com,gold,679.83,NO,yes
Tony Curphey,tcurphey262@yahoo.com,silver,424.83,UA,yes
Jennifer Mühle,jmuhle4561@yahoo.com,bronze,169.83,DE,yes
Tracey Dudley,nightfalcon2825@hotmail.com,bronze,169.83,US,yes
Gilles Huot,gilles.huot@hotmail.com,bronze,169.83,FR,yes
Stephanie Mccormick,stephanie.mccormick@hotmail.com,bronze,169.83,CA,yes
Anders Eriksson,aeriksson4836@outlook.com,silver,424.83,SE,yes
Tapio Lehtinen,tlehtinen6416@gmail.com,bronze,169.83,FI,yes
Raymond Stein,rstein4807@gmail.com,silver,424.83,DK,yes
Adam Young,adam.young@gmail.com,silver,424.83,AU,yes
Jack McIntyre,jack.mcintyre@outlook.com,bronze,169.83,NZ,yes
Manu Wattecamps,mwattecamps7687@outlook.com,gold,679.83,FR,yes
Joanna Pajkowska,joanna.pajkowska@yahoo.com,silver,424.83,PL,yes
Sten van de Ven,sten.vandeven@outlook.com,gold,679.83,NL,yes
Elba Riquelme,elba.riquelme@outlook.com,silver,424.83,ES,yes
Jean-Luc Van den Heede,jeanluc.vandenheede@hotmail.com,silver,424.83,FR,yes
Gregory Watkins,gwatkins3042@outlook.com,gold,679.83,CA,yes
Mark Slats,mark.slats@yahoo.com,gold,679.83,NL,yes
Boris Salet,boris.salet@hotmail.com,bronze,169.83,NL,yes
Philippe Perrin,philippe.perrin@gmail.com,bronze,169.83,FR,yes
Thibault Coulon,tcoulon3204@hotmail.com,silver,424.83,FR,yes
Bert terHart,bluetiger6263@icloud.com,bronze,169.83,CA,yes
João da Conceição,joao.daconceicao@hotmail.com,silver,424.83,BR,yes
Victoria Benet,victoria.benet@gmail.com,bronze,169.83,ES,no
Lucia Lamborghini,lucia.lamborghini@hotmail.com,bronze,169.83,IT,no
Brenda Burns,bburns3491@gmail.com,silver,424.83,DK,no
Yannick Bestaven,ybestaven7644@gmail.com,silver,424.83,FR,yes
Charlie Dalin,cdalin7764@icloud.com,silver,399.84,FR,yes
Heiner Heß,hhe3240@hotmail.com,bronze,159.84,DE,yes
Emma Mocenigo,emma.mocenigo@gmail.com,silver,399.84,IT,yes
Vitória Sales,vitoria.sales@outlook.com,bronze,159.84,BR,yes
Bernhard Ring,bring9654@hotmail.com,bronze,159.84,DE,yes
Louis Burton,lburton9726@gmail.com,silver,399.84,FR,no
Patric Koch II,pkochii6247@gmail.com,silver,399.84,DE,yes
Denise Hill,dhill7780@gmail.com,gold,639.84,GB,yes
Jean Le Cam,jean.lecam@icloud.com,bronze,159.84,FR,yes
Kristin Gustafsson,kgustafsson3958@icloud.com,gold,639.84,SE,no
Linda Mårtensson,lmartensson1705@hotmail.com,silver,399.84,SE,no
Isadora Rezende,irezende583@icloud.com,gold,639.84,BR,yes
Lucho Cortina,lucho.cortina@hotmail.com,bronze,159.84,ES,no
Boris Herrmann,boris.herrmann@gmail.com,gold,639.84,DE,yes
Henry Ward,henry.ward@hotmail.com,gold,639.84,GB,yes
Itzel Palomino,nightfalcon1887@hotmail.com,silver,399.84,MX,no
Thomas Ruyant,truyant978@icloud.com,bronze,159.84,FR,yes
Karin Larsson,klarsson5455@outlook.com,silver,399.84,SE,yes
Meghan Quirke,mquirke9587@yahoo.com,bronze,159.84,IE,yes
Damien Seguin,dseguin209@outlook.com,bronze,159.84,FR,yes
Joey Steinmeiern,jsteinmeiern8542@yahoo.com,gold,639.84,NL,yes
Emanuel Karlsson,ekarlsson7559@outlook.com,bronze,159.84,SE,yes
Leire Moraleda,lmoraleda2898@gmail.com,gold,639.84,AR,yes
Consuela Rivas,consuela.rivas@yahoo.com,silver,399.84,AR,yes
Friederike Jockel,friederike.jockel@hotmail.com,bronze,159.84,DE,yes
Giancarlo Pedote,giancarlo.pedote@outlook.com,bronze,159.84,IT,yes
Coriolano Gentili,cgentili805@yahoo.com,bronze,159.84,IT,yes
Nicole Rodriguez,nrodriguez1175@outlook.com,silver,399.84,AU,yes
Benjamin Dutreux,bdutreux1564@hotmail.com,bronze,159.84,FR,yes
Maxime Sorel,maxime.sorel@gmail.com,bronze,159.84,FR,yes
Armel Tripon,armel.tripon@icloud.com,silver,399.84,FR,yes
Sophia Klomp Jan,sophia.klompjan@gmail.com,silver,399.84,NL,yes
Clarisse Cremer,clarisse.cremer@hotmail.com,silver,399.84,FR,no
Nando Bilbao,nando.bilbao@hotmail.com,bronze,159.84,AR,yes
Jérémie Beyou,jeremie.beyou@icloud.com,bronze,159.84,FR,yes
Ayoub Meyer,ameyer1381@outlook.com,bronze,159.84,NL,yes
Romain Attanasio,rattanasio4171@hotmail.com,silver,399.84,FR,yes
Nicanor Gual,nicanor.gual@outlook.com,gold,639.84,ES,yes
Telmo Somoza,telmo.somoza@hotmail.com,silver,399.84,AR,yes
Arnaud Boissières,arnaud.boissieres@hotmail.com,silver,399.84,FR,yes
Debra Mccarty,dmccarty746@outlook.com,bronze,159.84,CA,no
Calista Guerra,cguerra2802@hotmail.com,silver,399.84,ES,yes
Kojiro Shiraishi,kojiro.shiraishi@yahoo.com,bronze,159.84,JP,yes
Johan Martinsen,johan.martinsen@gmail.com,bronze,159.84,NO,yes
Lodovico Bondumier,lunarwave6795@icloud.com,silver,399.84,IT,yes
Stéphane Le Diraison,stephane.lediraison@icloud.com,gold,639.84,FR,yes
Vanessa Wilson,vanessa.wilson@yahoo.com,silver,399.84,DK,yes
Pip Hare,pip.hare@yahoo.com,bronze,159.84,UA,yes
Clément Giraud,cgiraud1013@gmail.com,bronze,159.84,FR,yes
David Morgan,dmorgan9021@gmail.com,bronze,159.84,CA,yes
Miranda Merron,miranda.merron@gmail.com,bronze,159.84,UA,yes
Linda Galloway,lgalloway6702@icloud.com,silver,399.84,CA,yes
Luiz Gustavo Martins,sparkbyte5235@gmail.com,bronze,159.84,BR,yes
Manuel Cousin,manuel.cousin@hotmail.com,gold,639.84,FR,no
Ecrin van Schweinfurt,ecrin.vanschweinfurt@gmail.com,silver,399.84,NL,yes
Isabelle Joschke,isabelle.joschke@hotmail.com,bronze,159.84,DE,yes
Karl Kennedy,karl.kennedy@yahoo.com,silver,399.84,NZ,yes
Maria Cecília Araújo,mariacecilia.araujo@hotmail.com,gold,639.84,BR,yes
Samantha Davies,samantha.davies@hotmail.com,bronze,159.84,UA,yes
Adamo Gianvecchio,adamo.gianvecchio@gmail.com,bronze,159.84,IT,yes
Alexia Barrier,alexia.barrier@hotmail.com,bronze,159.84,FR,yes
Ari Huusela,ari.huusela@yahoo.com,silver,399.84,FI,no
Kevin Aragão,sparkbyte6596@hotmail.com,silver,399.84,BR,yes
Henrique Afonso,hafonso2451@outlook.com,silver,399.84,PT,yes
Seth Crosby,seth.crosby@outlook.com,gold,639.84,CA,yes
Marc Sinclair,msinclair3950@outlook.com,gold,639.84,AU,yes
Stephen Meyer,stephen.meyer@gmail.com,bronze,159.84,DE,yes
Yann Quenet,yquenet2619@hotmail.com,bronze,159.84,FR,yes
Morena Trapani,morena.trapani@yahoo.com,silver,399.84,IT,no
Simon Curwen,nightfalcon747@gmail.com,gold,639.84,UA,yes
Monica Davis,mdavis1610@gmail.com,silver,399.84,AU,yes
Kirsten Neuschäfer,kirsten.neuschafer@hotmail.com,silver,399.84,ZA,yes
Abhilash Tomy,abhilash.tomy@outlook.com,bronze,159.84,IN,yes
Sybilla Meyer,smeyer2618@hotmail.com,silver,399.84,DE,yes
Michael Guggenberger,mguggenberger3877@outlook.com,silver,374.85,AT,yes
Mark Schrader,mschrader585@icloud.com,bronze,149.85,US,yes
Daniel Clarke,dclarke6317@gmail.com,bronze,149.85,NZ,yes
Gabriel Colunga,gcolunga3258@hotmail.com,bronze,149.85,MX,yes
Neville Gossen,neville.gossen@outlook.com,bronze,149.85,AU,yes
Vassilios Langern,vassilios.langern@yahoo.com,bronze,149.85,DE,yes
Jan Stuart,jstuart9256@icloud.com,gold,599.85,NZ,yes
Richard Konkolski,richard.konkolski@gmail.com,gold,599.85,CZ,yes
Moreno Pagès,mpages1530@hotmail.com,bronze,149.85,ES,yes
Richard Broadhead,lunarwave5948@icloud.com,gold,599.85,UA,yes
Emily Martin,emily.martin@icloud.com,gold,599.85,GB,yes
Guy Bernardin,gbernardin1116@gmail.com,bronze,149.85,FR,yes
Emilly da Mata,edamata9330@outlook.com,silver,374.85,BR,yes
Dan Byrne,dan.byrne@hotmail.com,bronze,149.85,US,yes
Patrick Humphreys,patrick.humphreys@gmail.com,silver,374.85,GB,yes
Richard McBride,rmcbride5045@hotmail.com,bronze,149.85,NZ,no
Andrew Urbanczyk,sparkbyte7081@outlook.com,bronze,149.85,US,yes
Nikolay Dzambasou,ndzambasou7651@hotmail.com,bronze,149.85,BG,yes
Carly Rudkins,crudkins3989@outlook.com,bronze,149.85,IE,yes
Lori Wise,lwise6558@outlook.com,silver,374.85,DK,yes
Jayne Hill,jhill1833@icloud.com,gold,599.85,GB,no
Peter Freeman,pfreeman7327@outlook.com,bronze,149.85,NZ,yes
Leo White,lwhite9435@icloud.com,silver,374.85,US,yes
Giulia Tomasini,giulia.tomasini@icloud.com,bronze,149.85,IT,yes
Angel Baker,angel.baker@outlook.com,bronze,149.85,DK,yes
Scott Pearson,scott.pearson@hotmail.com,gold,599.85,US,no
Dodge Morgan,dmorgan8244@gmail.com,bronze,149.85,US,yes
Judith Wood,judith.wood@gmail.com,bronze,149.85,GB,yes
Joana Zahn,jzahn6462@yahoo.com,bronze,149.85,DE,yes
Agustina Cuevas,agustina.cuevas@gmail.com,silver,374.85,AR,no
James Baldwin,jbaldwin9729@gmail.com,gold,599.85,US,yes
Alan Butler,alan.butler@gmail.com,gold,599.85,CA,yes
Hazel Ashton,hashton8646@yahoo.com,bronze,149.85,GB,yes
Henry Pigott,hpigott8689@yahoo.com,bronze,149.85,UA,yes
Daniel Gilbert,dgilbert5153@hotmail.com,gold,599.85,DK,yes
Kristen Hudson,lunarwave1853@gmail.com,gold,599.85,US,yes
John M. Sowden,jsowden2900@outlook.com,bronze,149.85,US,no
Philippe Jeantot,bluetiger5228@hotmail.com,bronze,149.85,FR,yes
Rhys Freely,rhys.freely@outlook.com,bronze,149.85,IE,yes
Serge Testa,stesta162@yahoo.com,bronze,149.85,AU,yes
Lisa Molyneux,lisa.molyneux@icloud.com,silver,374.85,IE,yes
Albina Lara,albina.lara@hotmail.com,silver,374.85,AR,yes
Teddy Seymour,teddy.seymour@gmail.com,gold,599.85,US,yes
Jeffrey Kim,bluetiger9003@yahoo.com,gold,599.85,CA,no
Vera Casado,vcasado1601@yahoo.com,gold,599.85,ES,yes
Tania Aebi,taebi9595@outlook.com,gold,599.85,US,yes
Rodney Bowers,rodney.bowers@yahoo.com,bronze,149.85,DK,yes
Vidal Tomé,vtome6092@outlook.com,gold,599.85,ES,no
Luz Henríquez,lhenriquez368@outlook.com,bronze,149.85,MX,yes
Alfio Binaghi,alfio.binaghi@hotmail.com,bronze,149.85,IT,yes
John Martin,nightfalcon3475@gmail.com,gold,599.85,ZA,yes
Susanita Cuenca,susanita.cuenca@icloud.com,gold,599.85,AR,yes
Olivia Smith,osmith5465@outlook.com,bronze,149.85,GB,yes
Achille Bruscantini,achille.bruscantini@icloud.com,gold,599.85,IT,yes
Titouan Lamazou,tlamazou7578@yahoo.com,silver,374.85,FR,yes
Wesley Frazier,wfrazier1042@gmail.com,silver,374.85,US,yes
Guy Bernardin,gbernardin1116@gmail.com,bronze,149.85,FR,yes
Teo Urrutia,teo.urrutia@icloud.com,bronze,149.85,ES,yes
Eric Dodson,lunarwave9802@hotmail.com,bronze,149.85,CA,yes
Janet Baker,janet.baker@outlook.com,silver,374.85,DK,yes
Ian Kiernan,ikiernan4756@yahoo.com,bronze,149.85,AU,no
Bertie Reed,breed342@icloud.com,bronze,149.85,ZA,yes
Armando Rincón,arincon536@icloud.com,bronze,149.85,AR,yes
Jean-Yves Terlain,bluetiger6723@outlook.com,bronze,149.85,FR,yes
Konstantin Stiffel,kstiffel264@yahoo.com,bronze,149.85,DE,no
Todd Boyd,todd.boyd@yahoo.com,silver,374.85,AU,yes
David White,david.white@yahoo.com,silver,374.85,US,yes
"Dana Bourgondië, van",danabourgon1@icloud.com,bronze,149.85,NL,yes
Jean-Luc Van den Heede,jeanluc.vandenheede@hotmail.com,bronze,149.85,FR,yes
Marie Jones,marie.jones@outlook.com,bronze,149.85,DK,yes
Vera Garay,shadowfox6348@hotmail.com,bronze,149.85,ES,yes
Magdalena Karlsson,mkarlsson592@gmail.com,bronze,149.85,SE,yes
Mike Plant,mike.plant@hotmail.com,silver,374.85,US,yes
Mark Morrow,mmorrow7477@icloud.com,silver,374.85,AU,yes
Vittoria Iannucci,viannucci7400@gmail.com,silver,374.85,IT,no
Olivia Beourgeois,olivia.beourgeois@icloud.com,bronze,149.85,NL,yes
Harry Harkimo,harry.harkimo@outlook.com,silver,349.86,FI,yes
Charlene Hall,chall2077@gmail.com,bronze,139.86,CA,yes
Diana Barrett,dbarrett4891@outlook.com,bronze,139.86,AU,yes
Miguel Hein,mhein8701@gmail.com,gold,559.86,DE,yes
Hal Roth,hroth5660@gmail.com,silver,349.86,US,yes
Amelia Espejo,aespejo249@outlook.com,bronze,139.86,AR,yes
Encarna Garriga,encarna.garriga@yahoo.com,silver,349.86,ES,yes
Pentti Salmi,pentti.salmi@yahoo.com,silver,349.86,FI,no
India McShane,india.mcshane@outlook.com,bronze,139.86,IE,yes
Mark Schrader,mschrader585@icloud.com,bronze,139.86,US,yes
Monique Hardy,monique.hardy@icloud.com,silver,349.86,US,yes
Rachel Hanna,rhanna6128@icloud.com,silver,349.86,CA,yes
Richard Konkolski,richard.konkolski@gmail.com,gold,559.86,CZ,yes
Paula Grennan,pgrennan6957@outlook.com,bronze,139.86,IE,no
Alan Neilian,alan.neilian@hotmail.com,bronze,139.86,IE,yes
Wolf-Dieter Kohl,wkohl8084@icloud.com,gold,559.86,DE,yes
Massimiliano Botticelli,mbotticelli3366@hotmail.com,silver,349.86,IT,yes
Jennifer Leonard,jennifer.leonard@icloud.com,bronze,139.86,CA,yes
John Hughes,jhughes5546@icloud.com,gold,559.86,CA,yes
Jose Williams,jose.williams@outlook.com,silver,349.86,AU,yes
Tom Willems van Lier,tom.willemsvanlier@gmail.com,silver,349.86,NL,yes
James Hatfield,jhatfield4846@outlook.com,bronze,139.86,UA,yes
Silje Aasen,saasen1311@gmail.com,silver,349.86,NO,yes
Alejandro Solorio,alejandro.solorio@icloud.com,bronze,139.86,MX,yes
Destiny Owens,destiny.owens@hotmail.com,bronze,139.86,DK,yes
Julia Hazel,jhazel9451@icloud.com,bronze,139.86,AU,yes
Adam Irving,airving7641@hotmail.com,silver,349.86,NZ,no
Doncho Papazov,doncho.papazov@icloud.com,silver,349.86,BG,yes
Stephen Brown,sbrown5935@icloud.com,bronze,139.86,US,yes
Michelotto Bocelli,mbocelli6845@hotmail.com,bronze,139.86,IT,yes
Philippe Monnet,philippe.monnet@outlook.com,bronze,139.86,FR,yes
Lucy McElroy,lucy.mcelroy@gmail.com,bronze,139.86,IE,no
Véronique Klein,vklein847@hotmail.com,bronze,139.86,FR,yes
Andrew Butler,abutler5496@yahoo.com,bronze,139.86,NZ,no
Samantha Gray,samantha.gray@yahoo.com,bronze,139.86,NZ,yes
Fredrik Johnsson,fredrik.johnsson@gmail.com,bronze,139.86,SE,yes
Théophile Texier,theophile.texier@gmail.com,bronze,139.86,FR,no
Birgitta Boman,birgitta.boman@hotmail.com,bronze,139.86,SE,yes
Kay Cottee,kcottee1487@icloud.com,bronze,139.86,AU,no
Vincent Reeves,vincent.reeves@icloud.com,silver,349.86,GB,yes
Jon Sanders,jsanders6531@gmail.com,silver,349.86,AU,no
Anneli Hermansson,sparkbyte5386@icloud.com,silver,349.86,SE,yes
Haroldo Godoy,hgodoy329@icloud.com,gold,559.86,AR,yes
Mark Grant,mark.grant@hotmail.com,bronze,139.86,NZ,yes
John Roach,jroach6109@icloud.com,bronze,139.86,US,yes
Estela Terrazas,estela.terrazas@hotmail.com,bronze,139.86,MX,no
Scott Miranda,bluetiger4512@yahoo.com,silver,349.86,DK,yes
Stephanie Peters,speters3833@yahoo.com,gold,559.86,NZ,yes
Isaac Meléndez,imelendez816@yahoo.com,bronze,139.86,ES,yes
David Sinnett-Jones,david.sinnettjones@hotmail.com,silver,349.86,UA,yes
Mats Persson,mpersson917@yahoo.com,silver,349.86,SE,no
Carla Viera,cviera5174@outlook.com,silver,349.86,MX,yes
Olivier de Kersauson,odekersauson7665@outlook.com,bronze,139.86,FR,yes
Violeta Rivera,vrivera9033@outlook.com,bronze,139.86,MX,yes
Joshua Anderson,janderson807@gmail.com,bronze,139.86,NZ,yes
Mónica Marroquín,monica.marroquin@yahoo.com,silver,349.86,MX,yes
Henk de Velde,henk.develde@gmail.com,bronze,139.86,NL,yes
Brett Richardson,brichardson5132@yahoo.com,gold,559.86,US,no
Titouan Lamazou,tlamazou7578@yahoo.com,silver,349.86,FR,yes
Daniel Maldonado,daniel.maldonado@outlook.com,silver,349.86,MX,yes
Benita Albero,balbero3576@hotmail.com,silver,349.86,AR,yes
Loick Peyron,loick.peyron@yahoo.com,silver,349.86,FR,yes
Rebeca Juárez,rjuarez1418@outlook.com,silver,349.86,AR,yes
Jean-Luc Van den Heede,jeanluc.vandenheede@hotmail.com,gold,559.86,FR,yes
Zaira Peñas,zpenas1557@hotmail.com,bronze,139.86,ES,yes
Philippe Jeantot,bluetiger5228@hotmail.com,bronze,139.86,FR,yes
Scott Richardson,srichardson4845@hotmail.com,bronze,139.86,CA,yes
Pierre Follenfant,pierre.follenfant@icloud.com,gold,559.86,FR,no
Ana Julia da Mota,adamota4724@gmail.com,silver,349.86,BR,yes
Jennifer Franklin,jfranklin8933@hotmail.com,bronze,139.86,CA,yes
Francesca Marinetti,francesca.marinetti@outlook.com,bronze,139.86,IT,yes
Arthur Johnson,arthur.johnson@gmail.com,bronze,139.86,AU,no
Alain Gautier,sparkbyte406@yahoo.com,bronze,139.86,FR,yes
Louise Healy,lhealy5229@outlook.com,gold,559.86,NZ,yes
Fidel Gutiérrez,fgutierrez9725@yahoo.com,silver,349.86,MX,yes
Mike Plant,mike.plant@hotmail.com,bronze,139.86,US,yes
Ana Sophia Porto,aporto6761@icloud.com,gold,559.86,BR,yes
Jean-Francois Coste,jeanfrancois.coste@icloud.com,silver,349.86,FR,yes
Sylvie Geerling,sylvie.geerling@gmail.com,bronze,139.86,NL,yes
Gudrun Calligaro,gcalligaro7828@yahoo.com,gold,559.86,DE,yes
Eve Donovan,eve.donovan@hotmail.com,bronze,139.86,IE,no
Aura Riba,aura.riba@gmail.com,silver,349.86,ES,yes
Paula McQuin,paula.mcquin@icloud.com,bronze,139.86,IE,yes
David B. Clark,dclark4199@hotmail.com,silver,349.86,US,yes
Tilly Schüler,tschuler9317@outlook.com,bronze,139.86,DE,yes
Pat Garnett,pgarnett3318@hotmail.com,bronze,139.86,UA,yes
Lamberto Rusticucci,lrusticucci5697@hotmail.com,bronze,139.86,IT,yes
Keith Sedwick,ksedwick5635@yahoo.com,bronze,139.86,US,yes
Emanuel Cardoso,ecardoso2333@icloud.com,bronze,139.86,BR,no
Hege Berntsen,hberntsen4800@outlook.com,bronze,139.86,NO,yes
Kaique Pinto,kaique.pinto@yahoo.com,bronze,139.86,BR,yes
Hafsteinn Johannson,hjohannson2002@icloud.com,gold,559.86,IS,no
Alfredo Tirado,alfredo.tirado@outlook.com,bronze,139.86,MX,yes
Gloria James,gjames9304@gmail.com,gold,559.86,DK,yes
Brian Sosa,bsosa2775@icloud.com,silver,349.86,US,no
Sarah Stanton,sarah.stanton@yahoo.com,bronze,139.86,AU,no
Christophe Auguin,cauguin3938@icloud.com,bronze,129.87,FR,yes
Kanga Birtles,kbirtles9851@icloud.com,bronze,129.87,AU,yes
Dave Adams,dadams9140@icloud.com,silver,324.87,AU,no
Isabelle Autissier,isabelle.autissier@icloud.com,bronze,129.87,FR,yes
Casemiro González,zetaone897@gmail.com,silver,324.87,AR,yes
Bertie Reed,breed342@icloud.com,bronze,129.87,ZA,no
Brenda da Rosa,lunarwave1415@hotmail.com,bronze,129.87,BR,yes
Johnathan Hutton,nightfalcon1098@icloud.com,silver,324.87,IE,yes
José Luis Ugarte,bluetiger3863@outlook.com,bronze,129.87,ES,yes
Nandor Fa,nfa5149@yahoo.com,bronze,129.87,HU,yes
Carla Baker,carla.baker@yahoo.com,bronze,129.87,AU,yes
Kjersti Larsen,kjersti.larsen@gmail.com,silver,324.87,NO,yes
Concetta Bolnbach,concetta.bolnbach@yahoo.com,silver,324.87,DE,yes
Yves Dupasquier,ydupasquier8743@hotmail.com,bronze,129.87,FR,yes
Don MacIntyre,dmacintyre7475@gmail.com,bronze,129.87,AU,yes
Laure Mahe,laure.mahe@hotmail.com,silver,324.87,FR,yes
Phillip Fleming,pfleming2673@outlook.com,bronze,129.87,GB,no
Josh Hall,jhall5021@gmail.com,bronze,129.87,UA,yes
Edoardo Gregori,edoardo.gregori@outlook.com,silver,324.87,IT,no
Jack Boye,jack.boye@hotmail.com,silver,324.87,US,yes
Julia Rodriguez,jrodriguez2256@yahoo.com,silver,324.87,AU,yes
Teodoro Saura,teodoro.saura@yahoo.com,gold,519.87,ES,yes
Hal Roth,hroth5660@gmail.com,bronze,129.87,US,yes
Paul Thackaberry,paul.thackaberry@hotmail.com,bronze,129.87,US,no
Cecília Teixeira,cecilia.teixeira@hotmail.com,bronze,129.87,BR,yes
Ben Säuberlich,bsauberlich2360@icloud.com,gold,519.87,DE,yes
Robin Davie,rdavie250@gmail.com,bronze,129.87,UA,yes
Minoru Saito,msaito2179@outlook.com,bronze,129.87,JP,no
Istvan Kopar,istvan.kopar@gmail.com,bronze,129.87,US,yes
William Roger Pinkney,wpinkney1017@hotmail.com,silver,324.87,US,yes
Lívia Alves,livia.alves@hotmail.com,bronze,129.87,BR,yes
Phillip McRory,pmcrory1157@icloud.com,bronze,129.87,IE,yes
Remigio Palomo,rpalomo1489@hotmail.com,bronze,129.87,ES,yes
Kyoko Imakire,kimakire276@icloud.com,bronze,129.87,JP,yes
Josephine Roberts,jroberts2345@gmail.com,silver,324.87,GB,yes
Alain Gautier,sparkbyte406@yahoo.com,bronze,129.87,FR,no
Tecla Murillo,tecla.murillo@outlook.com,bronze,129.87,ES,yes
Vickie Callahan,vickie.callahan@icloud.com,silver,324.87,US,yes
Lisa Burton,lburton1018@hotmail.com,gold,519.87,US,yes
Anthony Steward,asteward3937@hotmail.com,silver,324.87,ZA,yes
Lisa West,lwest9000@icloud.com,gold,519.87,AU,no
Eloah Ferreira,eferreira8519@yahoo.com,bronze,129.87,BR,yes
Joel Freeman,joel.freeman@hotmail.com,gold,519.87,US,yes
Jean-Luc Van den Heede,jeanluc.vandenheede@hotmail.com,bronze,129.87,FR,yes
Shawn Walton,swalton47@icloud.com,bronze,129.87,DK,yes
Philippe Poupon,ppoupon6978@icloud.com,bronze,129.87,FR,yes
Noa Castejón,noa.castejon@yahoo.com,bronze,129.87,AR,yes
Tijn van Wallaert,tvanwallaert2347@yahoo.com,bronze,129.87,NL,no
Amanda Diaz,adiaz3396@gmail.com,silver,324.87,DK,no
Yves Parlier,yves.parlier@outlook.com,bronze,129.87,FR,yes
Per Lundgren,per.lundgren@outlook.com,gold,519.87,SE,yes
William Villa,wvilla4157@hotmail.com,gold,519.87,AU,yes
Nandor Fa,nfa5149@yahoo.com,bronze,129.87,HU,yes
Kerstin Svensson,zetaone9681@yahoo.com,bronze,129.87,SE,yes
Caridad García,cgarcia3980@hotmail.com,gold,519.87,MX,yes
José Luis Ugarte,bluetiger3863@outlook.com,bronze,129.87,ES,yes
Julien Thierry,julien.thierry@hotmail.com,bronze,129.87,FR,yes
Jean-Yves Hasselin,jeanyves.hasselin@outlook.com,gold,519.87,FR,yes
Nacho Valdés,nacho.valdes@yahoo.com,bronze,129.87,AR,no
Bernard Gallay,bernard.gallay@outlook.com,bronze,129.87,CH,yes
María Montalvo,mmontalvo9874@yahoo.com,bronze,129.87,MX,yes
Román Anguita,ranguita187@icloud.com,bronze,129.87,AR,yes
Pamela Nelson,pamela.nelson@hotmail.com,bronze,129.87,US,yes
André Gentil,sparkbyte975@outlook.com,bronze,129.87,FR,yes
Camilo Osuna,cosuna337@yahoo.com,bronze,129.87,AR,yes
Zoey Verschut,zverschut2185@hotmail.com,silver,324.87,NL,yes
Christophe Auguin,cauguin3938@icloud.com,bronze,129.87,FR,yes
Gary Harrington,gharrington8759@gmail.com,gold,519.87,AU,yes
Vidar Berg,vberg1310@yahoo.com,silver,324.87,NO,yes
Jip Beekman,jip.beekman@icloud.com,bronze,129.87,NL,yes
Steve Pettengill,spettengill4104@yahoo.com,bronze,129.87,US,yes
Mohamed Süßebier,msuebier3442@icloud.com,bronze,129.87,DE,yes
David Scully,dscully2690@gmail.com,bronze,119.88,US,yes
Jean-Luc Van den Heede,jeanluc.vandenheede@hotmail.com,gold,479.88,FR,no
Carmel Clifford,carmel.clifford@outlook.com,silver,299.88,IE,yes
Robert Wilson,robert.wilson@hotmail.com,gold,479.88,DK,yes
Hanne Wende,hwende4131@gmail.com,bronze,119.88,DE,yes
Alice Moore,amoore9080@icloud.com,bronze,119.88,GB,no
JJ Provoyeur,jprovoyeur5238@yahoo.com,silver,299.88,ZA,yes
Dave Adams,dadams9140@icloud.com,bronze,119.88,AU,yes
Michael Perry,michael.perry@outlook.com,gold,479.88,AU,yes
Christina Harris,christina.harris@outlook.com,bronze,119.88,US,yes
Abigail Bustamante,abustamante640@hotmail.com,bronze,119.88,MX,no
Toni Stephens,toni.stephens@gmail.com,bronze,119.88,AU,yes
Sylvia Holland,sholland4207@yahoo.com,bronze,119.88,CA,yes
Jeanne Leduc,jleduc7938@icloud.com,bronze,119.88,FR,yes
Luis Jensen,ljensen1127@yahoo.com,bronze,119.88,AU,no
Sandra Douglas,sandra.douglas@icloud.com,bronze,119.88,DK,yes
James Daniel,james.daniel@icloud.com,bronze,119.88,CA,yes
Marco Enright,menright5922@hotmail.com,gold,479.88,IE,yes
